LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2038,1050447.452,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2039,1070009.722,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2040,1089737.732,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2041,1109638.143,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2042,1129730.131,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2043,1150029.72,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2044,1170541.287,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2045,1191261.862,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2046,1212190.931,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2047,1233331.056,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2048,1254677.035,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2049,1276213.266,
NLD,GDPLTFORECAST,TOT,MLN_USD,A,2050,1297916.793,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2009,109802.8914,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2010,111800.7788,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2011,113138.1496,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2012,116449.29,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2013,119366.7656,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2014,123521.4568,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2015,127537.3442,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2016,130538.397,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2017,133536.767,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2018,136761.7438,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2019,140221.5007,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2020,143871.8487,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2021,147666.5849,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2022,151570.7669,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2023,155560.53,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2024,159621.8539,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2025,163747.5031,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2026,167935.6776,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2027,172188.4227,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2028,176507.0175,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2029,180890.4455,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2030,185337.8493,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2031,189849.7962,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2032,194429.0505,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2033,199079.1779,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2034,203803.7842,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2035,208606.5505,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2036,213490.7024,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2037,218458.8753,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2038,223511.9478,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2039,228648.0293,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2040,233864.5548,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2041,239161.0066,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2042,244540.777,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2043,250006.3929,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2044,255557.3226,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2045,261191.106,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2046,266905.4923,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2047,272700.5512,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2048,278575.7336,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2049,284529.4478,
NZL,GDPLTFORECAST,TOT,MLN_USD,A,2050,290558.9602,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2009,267879.5275,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2010,269160.3913,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2011,272770.3509,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2012,280670.5152,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2013,282434.4918,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2014,288196.7801,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2015,295194.7554,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2016,305738.5867,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2017,315795.058,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2018,325343.4308,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2019,334429.1408,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2020,343111.7656,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2021,351454.7709,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2022,359523.9664,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2023,367385.2235,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2024,375102.8461,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2025,382734.8439,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2026,390332.4043,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2027,397938.1536,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2028,405580.4366,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2029,413272.426,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2030,421019.3037,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2031,428822.6887,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2032,436682.5648,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2033,444597.2327,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2034,452563.7475,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2035,460580.6045,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2036,468648.6916,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2037,476771.359,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2038,484952.3117,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2039,493191.7937,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2040,501489.9609,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2041,509850.7151,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2042,518281.4297,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2043,526788.1073,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2044,535372.2841,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2045,544033.0541,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2046,552770.4594,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2047,561586.356,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2048,570481.8213,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2049,579457.0408,
NOR,GDPLTFORECAST,TOT,MLN_USD,A,2050,588511.7943,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2009,637567.1812,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2010,662271.2108,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2011,692210.9236,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2012,705630.5285,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2013,716567.9442,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2014,737715.5775,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2015,762923.8896,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2016,785002.4361,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2017,806343.638,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2018,827236.8794,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2019,847669.1237,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2020,867567.3622,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2021,886875.6949,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2022,905577.9292,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2023,923695.8737,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2024,941288.7271,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2025,958433.6566,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2026,975218.811,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2027,991729.988,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2028,1008023.314,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2029,1024108.709,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2030,1039974.461,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2031,1055600.433,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2032,1070960.588,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2033,1086020.164,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2034,1100731.462,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2035,1115050.927,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2036,1128946.438,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2037,1142400.803,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2038,1155412.594,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2039,1167989.267,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2040,1180142.569,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2041,1191882.143,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2042,1203196.662,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2043,1214058.288,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2044,1224438.038,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2045,1234315.403,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2046,1243691.709,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2047,1252597.579,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2048,1261076.303,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2049,1269179.858,
POL,GDPLTFORECAST,TOT,MLN_USD,A,2050,1276964.657,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2009,227276.6247,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2010,231677.6313,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2011,228780.5448,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2012,221389.7541,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2013,218365.8481,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2014,220831.2376,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2015,224009.1644,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2016,229058.9988,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2017,233819.8112,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2018,237761.75,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2019,241149.358,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2020,244339.3443,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2021,247614.5213,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2022,251176.113,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2023,255168.1325,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2024,259631.3543,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2025,264619.36,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2026,270179.7696,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2027,276352.185,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2028,283160.2683,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2029,290579.5109,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2030,298541.6496,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2031,306927.7305,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2032,315518.4658,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2033,324240.409,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2034,333034.203,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2035,341851.786,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2036,350654.7527,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2037,359416.5638,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2038,368118.749,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2039,376750.4316,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2040,385306.6938,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2041,393789.5672,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2042,402207.5464,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2043,410567.566,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2044,418873.7249,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2045,427129.0864,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2046,435339.6099,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2047,443516.7788,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2048,451668.7142,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2049,459796.2394,
PRT,GDPLTFORECAST,TOT,MLN_USD,A,2050,467896.9653,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2009,104866.2651,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2010,109506.9541,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2011,112773.8246,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2012,114805.2254,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2013,115885.3429,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2014,118237.1359,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2015,121626.8475,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2016,126171.6668,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2017,131050.7991,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2018,135887.4977,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2019,140595.8094,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2020,145164.15,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2021,149591.47,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2022,153878.8143,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2023,158030.6963,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2024,162057.4193,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2025,165973.0063,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2026,169792.3898,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2027,173532.1969,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2028,177202.8982,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2029,180801.957,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2030,184322.0158,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2031,187760.8982,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2032,191114.5443,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2033,194377.7349,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2034,197544.7943,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2035,200611.7634,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2036,203576.7297,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2037,206439.6443,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2038,209203.003,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2039,211871.7591,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2040,214452.5978,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2041,216953.5154,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2042,219380.3712,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2043,221736.7133,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2044,224025.3108,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2045,226249.3837,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2046,228414.8365,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2047,230530.8367,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2048,232607.8095,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2049,234657.1764,
SVK,GDPLTFORECAST,TOT,MLN_USD,A,2050,236691.3935,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2009,1242179.791,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2010,1239679.74,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2011,1240303.372,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2012,1219944.338,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2013,1205029.923,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2014,1217466.232,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2015,1236106.728,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2016,1265165.827,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2017,1293388.28,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2018,1318377.713,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2019,1341135.435,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2020,1363052.143,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2021,1385185.606,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2022,1408242.005,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2023,1432694.585,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2024,1458900.442,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2025,1487043.769,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2026,1517065.95,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2027,1548222.747,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2028,1579856.119,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2029,1611925.415,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2030,1644390.367,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2031,1677199.825,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2032,1710283.983,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2033,1743549.933,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2034,1776903.413,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2035,1810014.252,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2036,1842579.543,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2037,1874534.461,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2038,1905864.845,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2039,1936608.021,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2040,1966839.156,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2041,1996672.335,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2042,2026254.087,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2043,2055719.177,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2044,2085184.502,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2045,2114764.049,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2046,2144587.423,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2047,2174804.304,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2048,2205532.708,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2049,2236825.176,
ESP,GDPLTFORECAST,TOT,MLN_USD,A,2050,2268704.98,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2009,300644.9109,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2010,319542.5755,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2011,329136.0739,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2012,333260.1819,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2013,338281.5196,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2014,347674.3582,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2015,358595.7766,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2016,369528.9836,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2017,380653.4271,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2018,392019.2008,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2019,403602.6416,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2020,415340.1206,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2021,427157.4599,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2022,438989.1422,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2023,450787.3865,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2024,462524.0636,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2025,474188.1041,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2026,485783.9832,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2027,497325.6209,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2028,508824.5353,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2029,520286.4138,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2030,531717.3074,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2031,543125.2183,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2032,554516.1663,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2033,565891.8627,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2034,577248.3087,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2035,588580.5908,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2036,599884.1391,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2037,611155.2294,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2038,622389.8864,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2039,633580.7086,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2040,644720.8281,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2041,655809.5308,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2042,666850.5401,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2043,677844.5984,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2044,688786.8005,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2045,699668.1967,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2046,710481.2519,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2047,721221.5584,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2048,731886.1604,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2049,742479.1421,
SWE,GDPLTFORECAST,TOT,MLN_USD,A,2050,753008.6155,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2009,296733.6213,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2010,305496.8236,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2011,310966.0795,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2012,314228.4043,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2013,320381.0583,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2014,326652.9371,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2015,334829.4415,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2016,342695.2578,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2017,350575.9038,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2018,358571.853,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2019,366687.2864,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2020,374898.5462,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2021,383175.4538,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2022,391493.01,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2023,399838.6994,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2024,408215.6532,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2025,416636.3909,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2026,425119.7386,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2027,433685.5788,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2028,442346.6393,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2029,451108.2377,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2030,459974.382,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2031,468950.1011,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2032,478039.2743,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2033,487241.8258,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2034,496550.8005,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2035,505957.1455,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2036,515451.044,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2037,525021.8036,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2038,534656.8868,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2039,544338.6719,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2040,554049.6583,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2041,563778.7554,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2042,573521.9076,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2043,583276.2466,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2044,593037.8477,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2045,602803.402,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2046,612574.4049,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2047,622357.8119,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2048,632161.0376,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2049,641990.6195,
CHE,GDPLTFORECAST,TOT,MLN_USD,A,2050,651853.2232,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2009,837384.1837,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2010,914063.0592,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2011,994251.504,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2012,1015403.813,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2013,1056524.49,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2014,1085599.245,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2015,1128659.579,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2016,1201447.064,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2017,1276773.893,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2018,1348242.307,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2019,1416002.613,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2020,1481646.119,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2021,1546664.871,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2022,1612129.616,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2023,1678716.258,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2024,1746797.099,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2025,1816519.933,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2026,1887897.692,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2027,1960853.302,
TUR,GDPLTFORECAST,TOT,MLN_USD,A,2028,2035228.991,
